[BEGIN NEW SIMULATION BATCH]
[SIMULATION ITERATION 0]
input2988X11 = 1101001001011000011010000001010110010111111010001100100111111101
input2970X11 = 111000101110110110100011011101100111101111101011000001000101101
input2053X11 = 111010110001110010000001110101101000000100100000001000111101010
ILA.x21_randinitX1 = 10011011001010100111111101000100
input1485X11 = 1111001011000111001111000110110011001011000100010100000001010010
RTL.near_mem.icache.ram_word64_set.arb2X10 = 1111101000110010001000111011011001110010100100101111111000010011
ILA.x30_randinitX1 = 1111100011010101000111101100
__VLG_I_imem_master_arreadyX9 = 0
input4682X11 = 1000100100111111001010101100111100010110010111110001100110111000
__auxvar32__recorder1 = 1010001001111000011000100011110
ILA.x12_randinitX6 = 11111010010100111011001111110011
__VLG_I_imem_master_awreadyX9 = 1
RTL.near_mem.icache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX9 = 1100000
__VLG_I_dmem_master_ridX10 = 1010
__VLG_I_dmem_master_rdataX10 = 1001010001111000010100110110111110011011101000111011001011000110
__VLG_I_dmem_master_rrespX10 = 0
__VLG_I_dmem_master_rvalidX10 = 0
__VLG_I_dmem_master_arreadyX9 = 1
__VLG_I_dmem_master_awreadyX9 = 1
__VLG_I_dmem_master_wreadyX9 = 1
__VLG_I_dmem_master_bvalidX8 = 0
__ILA_I_instX6 = 10001101000000101000111101111100
RTL.near_mem.dcache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX9 = 1100
__VLG_I_EN_hart0_server_reset_response_getX9 = 0
__VLG_I_hart0_server_reset_request_putX8 = 1
__VLG_I_EN_hart0_server_reset_request_putX9 = 1
input16224X11 = 110000110100101111100001011100
input16226X10 = 0
input6739X10 = 1101010000111101010010100100011000101001011011101010011001010101
input6184X10 = 1111110110111100110011001110011010011001000100001101011111110001
input6166X10 = 110110010100111011101000100001111001000011010110100001011000110
input5249X10 = 110111010001011110111100101111011011101000100000001010101010101
input4682X10 = 101000100101110011100111111101100000101001101001000000111101111
input4587X10 = 1000011111100100101011011011101000110110010000110000110001101010
input3543X10 = 1010101010100110101011000001011100101000101111001100110011110010
ILA.x111 = 1011100111001101000000001100100
input2988X10 = 101101110000010001111011011011100011111111010111001011000101101
__ISSUE__X6 = 0
RTL.near_mem.icache.ram_state_and_ctag_cset.arb2X9 = 11000101011101011101111
__VLG_I_imem_master_bvalidX3 = 1
ILA.x101 = 10111111100111101101111101101011
__VLG_I_imem_master_rrespX10 = 0
input6739X3 = 110000101100000010001001101000010011010101100100100001001010101
____auxvar17__recorder_init__X10 = 10011111011001001000011011000
input5249X3 = 1110101010100111010000001011001100101110000011011010110111011100
input4587X3 = 110001000111000000101101000111110001111101110101000100100000
input3543X3 = 1011101011011110111100010000111001101111111010101001110010001111
__VLG_I_imem_master_ridX2 = 1000
__VLG_I_imem_master_rrespX2 = 0
input1333X3 = 101010111100101010001110111110000111111101111000110101101
__VLG_I_dmem_master_rrespX4 = 0
__ILA_I_instX10 = 11000010110011000110011100010
RTL.near_mem.icache.f_reset_rsps.data1_reg1 = 0
input16224X4 = 1000100010101100111001111101101
____auxvar27__recorder_init__X11 = 10100111111011111110101111100100
ILA.x8_randinitX3 = 11010100111101101110011111001101
ILA.x4_randinitX10 = 11000000101110100001000110110001
RTL.csr_regfile.rg_nmi_vector1 = 11001011000100001000100011001010
____auxvar25__recorder_init__X4 = 1001110111110010011001010100000
ILA.x271 = 1000101000011011111110110101000
ILA.x5_randinitX11 = 11110100101101001010111111110010
input1333X9 = 101011100101110001110011100100010111011100010101110110110100101
ILA.x2_randinitX11 = 1111111111110001001101001100110
__VLG_I_dmem_master_rvalidX2 = 0
input1333X10 = 1010011000001010011010101001000110010101101110111010000010110010
RTL.near_mem.dcache.f_reset_reqs.data1_reg1 = 0
__VLG_I_imem_master_rvalidX4 = 0
__VLG_I_dmem_master_rdataX2 = 1011010010111000110110111001010110001110001000010010000111000111
RTL.near_mem.dcache.master_xactor_f_wr_data.empty_reg1 = 0
__VLG_I_dmem_master_rrespX2 = 10
__VLG_I_dmem_master_rlastX2 = 0
____auxvar30__recorder_init__X8 = 11100010011010010110111000001111
ILA.x7_randinitX5 = 10000111000111101010100110100010
RTL.near_mem.dcache.master_xactor_f_rd_addr.empty_reg1 = 0
__VLG_I_dmem_master_arreadyX1 = 0
input1485X12 = 110001001000110100000011111101011001111110010001000000001110100
__VLG_I_dmem_master_awreadyX1 = 1
____auxvar21__recorder_init__X8 = 11011100100111110101010110010010
ILA.x10_randinitX3 = 10010010000011100010111101011100
____auxvar14__recorder_init__X4 = 11111111101100100111001110101000
ILA.x14_randinitX3 = 11101011001110101100011111011001
ILA.x18_randinitX10 = 11110111100000100111011000100010
RTL.stage2_rg_resetting1 = 1
____auxvar36__recorder_init__X4 = 0
input16224X2 = 10101011100001001100111110000101
____auxvar27__recorder_init__X9 = 1011010011110100011000111000011
ILA.x13_randinitX3 = 100110000001100001100111011100
ILA.x17_randinitX10 = 110101010110001000101101011
RTL.stage2_f_reset_rsps.full_reg1 = 1
RTL.f_reset_rsps.empty_reg1 = 0
__VLG_I_imem_master_wreadyX4 = 1
__VLG_I_hart0_server_reset_request_putX4 = 1
ILA.x20_randinitX11 = 10001001100000011101000000000010
____auxvar29__recorder_init__X12 = 1101101100101110011100011000000
__VLG_I_imem_master_wreadyX1 = 1
____auxvar28__recorder_init__X6 = 11010011101010101010001000111001
ILA.x22_randinitX5 = 101101001000101100000000010011
RTL.near_mem.f_reset_rsps.full_reg1 = 0
__VLG_I_EN_hart0_server_reset_request_putX1 = 1
____auxvar27__recorder_init__X8 = 11001000010010010000011010010110
ILA.x20_randinitX3 = 1101100001000000101001110011010
ILA.x24_randinitX10 = 101100100110000001010111110110
RTL.near_mem.dcache.rg_exc_code1 = 100
____auxvar30__recorder_init__X4 = 11100101011011101110110001001000
__ILA_I_instX11 = 11101101101100001011101011000
monitor_s21 = 0
input3543X2 = 1010000011111011101011001110011100100100001010100000000110110010
____auxvar21__recorder_init__X9 = 11100000010100010101000100010010
ILA.x1_randinitX3 = 11111001010100011100101011101100
ILA.x23_randinitX10 = 11101001001110101011011000101011
RTL.near_mem.icache.rg_exc_code1 = 1000
input16226X2 = 10101
____auxvar22__recorder_init__X9 = 111011001101110001011110010101
ILA.x6_randinitX11 = 11011111000001111101000101110100
input16224X3 = 1000110011011011100111111000011
RTL.near_mem.dcache.ram_word64_set.arb2X9 = 1101110101110010100111000111110000010010100111011100011100001001
__VLG_I_EN_hart0_server_reset_request_putX6 = 0
RTL.near_mem.dcache.ram_state_and_ctag_cset.arb2X8 = 10010111110001000110001
input1333X6 = 1101000100101101001110010011100001010100110000111101101110011011
RTL.near_mem.dcache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX8 = 1011110
ILA.x131 = 11011110001110001001111000001001
__VLG_I_dmem_master_ridX6 = 1111
__VLG_I_imem_master_rdataX9 = 100110000100100011110000101010001101001011111100011110010110000
ILA.x22_randinitX3 = 1111101000011101110101001001100
ILA.x26_randinitX10 = 1010100111100101011010001101110
RTL.csr_regfile.rg_minstret1 = 100010110000011010001001011010110000111111110111001101011101100
input2988X2 = 1001101101100101011100000110100010101010010100101110000111011
|RTL.gpr_regfile.regfile.arr[21]1| = 1101101001101101001001011110011
ILA.x25_randinitX11 = 100010011101011111110110111000
RTL.csr_regfile.csr_mip.rg_ueip1 = 0
ILA.x32 = 10001111000111011111100111010100
ILA.x26_randinitX11 = 11101001011111111011001001000001
RTL.near_mem.dcache.ram_state_and_ctag_cset.arb2X9 = 1000000001110100100010
ILA.x22_randinitX11 = 11100111101100111111000101010011
input2053X12 = 1010011101010000111111011000111101101011101110001011001000100110
__VLG_I_imem_master_rrespX1 = 0
ILA.x311 = 11100011110111100001011000111011
ILA.x24_randinitX11 = 100101101111011100100001100
RTL.near_mem.icache.ram_state_and_ctag_cset.arb2X10 = 11110000100011011101111
RTL.near_mem.icache.master_xactor_f_rd_data.data1_reg1 = 1110111111100010111010000001001101101010100110101001011010000001010
__VLG_I_dmem_master_rvalidX4 = 1
RTL.near_mem.icache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX3 = 10110
__VLG_I_imem_master_arreadyX4 = 1
__VLG_I_dmem_master_bvalidX2 = 0
RTL.near_mem.dcache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX10 = 10011
RTL.near_mem.icache.rg_word64_set_in_cache1 = 101010001
__VLG_I_imem_master_rlastX4 = 0
____auxvar32__recorder_init__X10 = 11111111110110101101010010110000
RTL.near_mem.icache.ram_word64_set.arb2X3 = 1011000011101010100111010011101011101100001001101110111100011100
input1485X3 = 1100110111101100000100111111110101010001111100100100100101011010
input6166X3 = 1011101110110010010011110001110011010100001110011111101001011
____auxvar19__recorder_init__X10 = 10000111001101100000101000011
input1333X11 = 1100010100000001000111111111100101100110101010011010001011111001
RTL.near_mem.icache.master_xactor_f_rd_addr.full_reg1 = 0
__VLG_I_imem_master_rdataX6 = 101111110000111101010101101101001110001111101001001111101000101
ILA.x7_randinitX3 = 1100000000111100000001000111011
ILA.x3_randinitX10 = 11010110100010111111101011001100
RTL.rg_next_pc1 = 1010101000101011000101100101110
____auxvar24__recorder_init__X4 = 1111100111101000000111010111101
ILA.x21_randinitX6 = 1010100111001011100001110100100
input16224X7 = 11110101100000101100001100101101
RTL.near_mem.icache.ctr_wr_rsps_pending_crg1 = 1111
__VLG_I_imem_master_ridX4 = 1110
__VLG_I_imem_master_rrespX4 = 1
RTL.near_mem.icache.rg_cset_in_cache1 = 1000110
__VLG_I_imem_master_bvalidX4 = 1
input4682X3 = 111010101001011100101000100110011010011001110101001101001010001
RTL.near_mem.icache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX2 = 10110
____auxvar34__recorder_init__X9 = 1
__VLG_I_imem_master_arreadyX3 = 0
ILA.x6_randinitX12 = 10110010100100110101111001111111
__VLG_I_dmem_master_wreadyX2 = 1
ILA.x28_randinitX11 = 10010100010100000011101011000010
__ILA_I_instX5 = 1100000101000101010101110010101
|RTL.gpr_regfile.regfile.arr[9]1| = 10001010000111000110001000100001
input16224X9 = 10101100110011110001001101001110
RTL.near_mem.dcache.rg_word64_set_in_cache1 = 110110101
ILA.x30_randinitX11 = 11111001110011111111011101101111
__VLG_I_imem_master_ridX9 = 1110
ILA.x9_randinitX3 = 10111010000001110100101001011000
ILA.x5_randinitX10 = 1000010111010100100010110100111
RTL.csr_regfile.rg_mtvec1 = 1011000110101001110001010000001
____auxvar26__recorder_init__X4 = 10101110110010100011111101101001
input4587X12 = 110110001101110110110110000110001000100100110011110110111100000
ILA.x27_randinitX3 = 10101011111101101000110011101011
RTL.near_mem.dcache.rg_error_during_refill1 = 1
____auxvar16__recorder_init__X4 = 10001010001100110000111100010101
ILA.x2_randinitX3 = 1010011110111001110111011010100
ILA.x11_randinitX10 = 11100001011101011000010011101111
RTL.near_mem.dcache.f_fabric_write_reqs.empty_reg1 = 1
____auxvar19__recorder_init__X4 = 11100111110011111000000111000011
RTL.near_mem.dcache.ram_state_and_ctag_cset.arb2X6 = 11000101011110110100001
input1485X8 = 110110101000110111010100101110101010101010011011100111110011000
ILA.x1_randinitX9 = 10010001100110000100100101111111
input5249X7 = 100110101011011000110000100011010010011000011100111001111101110
ILA.x28_randinitX3 = 11000110011001100100010110010101
____auxvar17__recorder_init__X4 = 11000010010000101100110111101100
ILA.x12_randinitX3 = 1011011001110101110010000111000
ILA.x16_randinitX10 = 10110110110101011100011110101011
RTL.stage3_f_reset_reqs.empty_reg1 = 1
__VLG_I_imem_master_rvalidX10 = 1
input6184X3 = 1010110011110001110010011010111001001110100101111011011110101111
____auxvar18__recorder_init__X10 = 110100100101111001010111110101
__VLG_I_dmem_master_rvalidX3 = 0
ILA.x23_randinitX11 = 11001101110101001100101110100111
__VLG_I_imem_master_rvalidX9 = 0
____auxvar18__recorder_init__X9 = 100111000110001011111000011010
ILA.x4_randinitX11 = 11000111111000100011111110110
RTL.near_mem.dcache.master_xactor_f_rd_addr.full_reg1 = 1
____auxvar2__recorder_init__X6 = 1110011100011011110000011101011
input4587X6 = 1011010000100011000101100110010111001110001111111000110110111100
____auxvar21__recorder_init__X10 = 1000100110101011001111100010011
RTL.csr_regfile.f_reset_rsps.full_reg1 = 1
ILA.x29_randinitX9 = 11001110110011001111111101110010
__auxvar30__recorder1 = 10110101010001101001001110111000
input5249X11 = 11000011011010000011010010100110010110001110111000101010011111
____auxvar5__recorder_init__X8 = 1011011001101010110010010101111
